17.6015625;164.203125;75.5979125683;2.39849994183;
17.71484375;163.984375;75.3404016033;1.92405006886;
17.71484375;161.375;74.4899790645;1.91059846878;
17.71484375;165.8984375;76.1040338985;1.99841387272;
17.71484375;156.99609375;73.3673297079;1.9582659483;
17.71484375;158.89453125;73.3345570683;1.86680281162;
17.71484375;158.8359375;74.3358532475;1.88832964897;
17.71484375;161.19921875;76.2756040444;2.00835561752;
17.71484375;230.4140625;135.243205451;4.665371418;
17.71484375;230.67578125;137.240501676;4.78995499611;
17.71484375;235.28515625;137.421193027;5.02134346962;
17.71484375;250.078125;151.012679118;5.41559886932;
17.71484375;150.8046875;70.048643544;1.45996747017;
17.71484375;154.30078125;71.3982552083;1.55629785061;
17.71484375;154.1484375;71.4040364583;1.6749022007;
17.71484375;158.62109375;74.4835205078;1.74343559742;
