17.57421875;150.3046875;63.7234098211;2.50850601196;
17.6328125;153.80078125;66.3840431271;2.39526500702;
17.6328125;152.515625;65.2883099882;2.24802064896;
17.6328125;152.1328125;66.8599927213;2.36888771057;
17.63671875;188.08203125;65.7832917965;1.78185067177;
17.63671875;186.84375;66.9461164848;1.84875941277;
17.6328125;147.23828125;65.4496028099;1.69353716373;
17.6328125;151.734375;67.6494582497;1.8161662817;
17.6328125;226.57421875;125.737461697;4.73538787365;
17.6328125;228.47265625;126.104642976;4.86472492218;
17.6328125;240.7890625;130.442043168;5.48245003223;
17.6328125;256.41015625;148.552196514;6.26177611351;
17.63671875;132.33203125;61.3193016565;1.67436511517;
17.63671875;139.234375;63.508796503;1.5680213213;
17.63671875;138.88671875;64.4026505266;1.58252952099;
17.63671875;143.16796875;66.4854049084;2.05048878193;
